test_id,test_name,provider,model,effort,pass,duration_ms,input_tokens,output_tokens
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,244618,786262,4609
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,532565,1910483,9801
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,177633,478550,4820
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,69867,276894,2457
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,314432,1255244,7874
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,356196,1111284,6827
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,34566,94892,1106
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,419131,1035687,6875
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,542533,1686481,10054
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,278412,587152,5609
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,346410,823927,12749
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,72839,81530,2665
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,315735,622998,11092
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,586857,1936161,19250
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,98573,332160,2907
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,194951,719476,5392
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,310426,922256,7117
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,171872,566266,4201
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,87121,109574,3606
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,132482,198259,4805
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,304568,502010,9232
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,324767,796783,11985
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,89520,99969,3268
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,174738,315519,6503
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,270501,585664,10363
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,606581,2977505,4988
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,526340,2088970,11237
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,132065,474346,4043
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,595512,1698091,9895
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,119564,378341,3175
get-verification-code,Get verification code from text message,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,79519,285871,2173
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,218882,521538,4755
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,182213,372285,3636
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,132183,401497,3800
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,160517,285223,3275
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,45695,111827,1445
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,57208,153293,1582
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,442074,1400416,9867
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,126784,334359,3542
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604155,3432547,4238
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,242016,349416,11093
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,485603,1311318,21372
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,533421,1680022,20017
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,51951,121130,1101
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,429705,1214801,8886
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,286346,1073288,8219
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,434374,1391687,8964
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,425706,800557,19026
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,529268,1258004,20300
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603567,2980262,3455
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,382011,971810,16010
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,39339,97879,1243
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,174931,522558,4629
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,520643,2708189,11799
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,281312,1075486,6273
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-pro,gemini-2.5-pro,,false,748720,148171,1107
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-pro,gemini-2.5-pro,,false,272596,10838,114
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,83601,85273,2983
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,78591,91954,2964
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,211673,372903,8001
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,true,331467,793816,12354
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,379694,361131,3682
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,488325,503070,4980
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,112856,288326,2974
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash,gemini-2.5-flash,,false,968872,1553455,10090
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,77895,215562,1513
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,347616,1472087,7155
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,600448,2770751,14871
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,595624,2529195,12598
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,52886,111789,1369
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,90530,411368,3012
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,false,463495,1878869,9960
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,186285,656268,3974
airplane-mode-on,Turn on airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,44341,118821,1024
airplane-mode-off,Turn off airplane mode,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,86598,302004,2477
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,328030,1083750,7487
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.3-codex,gpt-5.3-codex,low,true,208524,539913,5145
airplane-mode-on,Turn on airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,70085,312991,2408
airplane-mode-off,Turn off airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,49098,199313,1937
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,603509,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,607087,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,35375,138242,1245
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,138672,429183,2764
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,125860,379137,3018
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,484390,2115554,13565
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,402710,2052081,9097
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,81934,162037,2624
airplane-mode-on,Turn on airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,57985,53232,2143
airplane-mode-off,Turn off airplane mode,claude-claude-opus-4-6,claude-opus-4-6,low,true,81340,133804,3806
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-opus-4-6,claude-opus-4-6,low,true,343757,999061,13657
uninstall-app,Uninstall the Firefox Focus app,claude-claude-opus-4-6,claude-opus-4-6,low,false,608040,3185380,5437
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,60731,170926,4448
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,70184,186022,1251
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,133672,411674,2958
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,268577,1181710,5662
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,605830,0,0
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,74020,186500,2239
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,242287,932181,5744
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,201372,826614,5107
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,128278,388095,3763
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,597227,1981527,25977
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,287172,528088,13379
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,479180,1496051,20748
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,546918,1246550,21673
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-pro,gemini-2.5-pro,,false,283195,890948,3770
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-pro,gemini-2.5-pro,,false,42106,103273,458
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-pro,gemini-2.5-pro,,false,236314,560825,2214
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-pro,gemini-2.5-pro,,false,197616,606913,2826
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,135040,424708,4064
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,123143,495019,2887
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,175518,767950,5426
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,366164,1409983,6510
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,12385,11126,384
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,32505,77761,2748
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,55469,151363,1530
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,124130,528443,3507
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,375872,1288357,9433
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,607287,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,61946,141566,1796
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,55867,186153,1266
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,163790,356053,3055
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,271381,1100803,6108
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,409097,1317955,8869
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,149031,370334,2440
airplane-mode-off,Turn off airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,13919,17203,272
set-alarm-5pm,Set an alarm for 5:00 PM,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,10649,10995,114
uninstall-app,Uninstall the Firefox Focus app,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,13780,11122,120
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,141377,193641,6450
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,192415,298895,8532
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,400340,912780,16077
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,485661,1332745,17719
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604220,3068019,4193
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604727,3316274,4434
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,531775,1174879,25161
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606970,3201196,4059
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,57278,156065,1386
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,360486,1628533,7734
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,604288,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,370997,1734179,9717
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,603555,4331728,389
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,603930,5887279,424
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,603787,3985261,343
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,false,606971,3394724,330
get-verification-code,Get verification code from text message,claude-claude-sonnet-4-5,claude-sonnet-4-5,low,true,260418,537063,10458
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604692,3468717,4004
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,242474,417457,11473
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,414750,992125,16293
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,607646,3736824,5637
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,321155,478197,14338
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,592047,1601824,25177
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603924,2859727,3731
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606666,2688042,4480
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,42309,162505,1126
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,true,115262,402573,2737
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,289488,1265405,6222
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,false,607973,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,61813,196627,2101
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,451584,1069129,19032
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,373855,842064,14738
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603045,2896469,3256
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,606441,3222077,4827
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,246963,536983,13325
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,603029,4730564,6202
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,501695,1600521,27190
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,361915,1365262,18582
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,82953,242489,2542
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,576828,2939264,12160
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,322108,1249474,7193
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,307615,1296458,7418
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,55076,175140,1246
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,75681,228927,1691
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,true,224182,916797,4926
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,340652,916716,6130
airplane-mode-on,Turn on airplane mode,codex-gpt-5.4,gpt-5.4,low,true,77123,239971,1551
airplane-mode-off,Turn off airplane mode,codex-gpt-5.4,gpt-5.4,low,false,108295,405822,2619
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.4,gpt-5.4,low,false,471786,2106550,10274
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.4,gpt-5.4,low,true,252588,726859,6023
get-verification-code,Get verification code from text message,codex-gpt-5.4,gpt-5.4,low,true,189261,647124,3644
airplane-mode-on,Turn on airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,true,208787,277797,10091
airplane-mode-off,Turn off airplane mode,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604364,2625899,4580
set-alarm-5pm,Set an alarm for 5:00 PM,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,604270,4152236,4977
uninstall-app,Uninstall the Firefox Focus app,claude-claude-sonnet-4-6,claude-sonnet-4-6,low,false,607320,3184853,4874
airplane-mode-on,Turn on airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,81227,356229,3483
airplane-mode-off,Turn off airplane mode,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,154514,887525,6534
set-alarm-5pm,Set an alarm for 5:00 PM,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,603676,0,0
uninstall-app,Uninstall the Firefox Focus app,codex-gpt-5.1-codex,gpt-5.1-codex,low,false,606730,0,0
get-verification-code,Get verification code from text message,codex-gpt-5.1-codex,gpt-5.1-codex,low,true,46097,202430,2003
airplane-mode-on,Turn on airplane mode,gemini-gemini-2.5-flash-lite,gemini-2.5-flash-lite,,false,41199,75600,2344
